Model,Prompt,Tier,Avg_Latency_s,Avg_Tokens_per_s,Avg_CPU_%,Avg_RAM_%,Avg_Temp_C,Accuracy_%,Performance_Score,family,Family,TokensNorm,AccNorm,LatNorm,RAMNorm,Normalized_Weighted_Score
qwen3:8b,Create a short poem about AI running on low-power devices.,tier_3_creative,0.3975653648376465,18.723638344551293,0.3,21.9,58.52310363235607,79.16752818580419,363.69728496766254,qwen,qwen,0.6102541417029355,0.5468759562971991,0.3195180017558744,0.0,0.644260843219159
qwen3:8b,Simulate a conversation between two edge AI agents optimizing power consumption.,tier_3_creative,0.2521760463714599,13.480620467012123,0.6,21.9,55.86795182501953,68.58810682627865,352.6677015206517,qwen,qwen,0.42903565232376245,0.24302927857550977,0.19624554992163654,0.0,0.5052739345178306
qwen3:8b,Generate a JSON plan for a robot to pick up an item from the table and place it ,tier_3_creative,0.3358962535858154,4.763566161352764,0.4499999999999999,21.9,58.52771080826142,91.40793250578474,125.8839116208426,qwen,qwen,0.12774135007178544,0.8984269589659407,0.2672300989948498,0.0,0.5671786079195265
gemma3:270m,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.1643261909484863,12.04235536517277,0.0,23.2,57.68947885759958,74.04846287594387,511.5226228171436,gemma,gemma,0.3793237811896433,0.3998536443405115,0.12175956164188609,0.5200000000000002,0.49533369344963357
gemma3:270m,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.931124210357666,5.021044034734834,2.5,23.2,61.277636584517,87.83706619006111,46.862440936951785,gemma,gemma,0.13664075731255584,0.7958697557173904,0.7719109820585859,0.5200000000000002,0.38703503322852223
gemma3:270m,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,1.1389334201812744,7.546498886497384,2.05,23.3,56.96308070291762,73.31967542476374,48.15830397413547,gemma,gemma,0.2239300101667759,0.37892247634170995,0.9481079068323245,0.5600000000000008,0.2576271656027584
gemma3:270m,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.593348503112793,26.97640254426435,3.7,23.25,58.12873349373761,61.433508504554425,274.6762520459145,gemma,gemma,0.8955008252745094,0.037545362526383526,0.48551828112709916,0.5400000000000006,0.5183602826422989
gemma3:270m,Write a Python function to check if a string is a palindrome without using rever,coding,0.6859111785888672,6.58997536623228,2.7,23.25,59.308619652239656,64.64376926106159,61.214830299841125,gemma,gemma,0.19086894658721612,0.12974577995344452,0.5640001673801549,0.5400000000000006,0.24847127914488876
gemma3:270m,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,0.830315113067627,15.4450521309359,3.25,23.2,60.49172170575096,93.20860959110608,171.3180938673452,gemma,gemma,0.4969338260358781,0.9501433743946387,0.6864371334895144,0.5200000000000002,0.5945291160348399
gemma3:270m,Write a Python script that counts how many times each word appears in a given te,coding,0.664226770401001,10.479889085056667,2.95,23.2,58.18073651222997,80.85146673646918,125.67202029940157,gemma,gemma,0.32531904849522947,0.5952395781550566,0.5456144276841924,0.5200000000000002,0.4475766073077702
gemma3:270m,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.163424015045166,6.492554083623945,3.45,23.1,57.55857965550702,94.02083166630396,351.99008304691904,gemma,gemma,0.1875016993109299,0.9734708297189212,0.12099462624799794,0.48000000000000115,0.5948430033904487
gemma3:270m,What are the three laws of thermodynamics?,factual,0.0741117000579834,12.227591047587689,2.95,23.1,57.8836737872652,79.71992499568499,1158.914444149413,gemma,gemma,0.3857262256081825,0.5627410901038999,0.045268650202362204,0.48000000000000115,0.5660590872339705
gemma3:270m,Who wrote the novel '1984' and what are its central themes?,factual,0.0220875740051269,24.45058665699551,6.9,23.1,61.56271761532021,72.00939406927527,5487.083347364414,gemma,gemma,0.8081990936703423,0.3412904903175047,0.0011585213378363813,0.48000000000000115,0.677435080295821
gemma3:270m,Explain how the human respiratory system works in simple terms.,factual,0.1453878879547119,19.651183092746127,3.0,23.1,59.07228134219777,88.89471853606372,1124.2101382055305,gemma,gemma,0.6423135895296413,0.8262461005661654,0.10570218501854622,0.48000000000000115,0.735658828977997
gemma3:270m,What is the difference between supervised and unsupervised learning in machine l,factual,0.1097292900085449,8.179915476655793,3.85,23.1,60.687787021245256,94.944531977351,648.6618658558375,gemma,gemma,0.24582327856625147,1.0,0.07546803271513856,0.48000000000000115,0.6352357048834728
gemma3:270m,Write a motivational paragraph for students preparing for exams.,general,0.6726465225219727,21.923430847296043,2.9,23.1,56.06013483867832,91.12872337579812,292.6630692779036,gemma,gemma,0.7208510492889854,0.8904079224181985,0.552753353010609,0.48000000000000115,0.6969121258389318
gemma3:270m,Summarize the impact of social media on modern communication.,general,0.1095917224884033,8.24072510890785,3.35,23.1,59.6070055589379,88.9868477602281,613.1830326061078,gemma,gemma,0.24792508900325744,0.8288921014892896,0.07535139219656736,0.48000000000000115,0.5847673876087763
gemma3:270m,Draft a short email to a professor requesting an extension for a project deadlin,general,0.9164392948150636,5.6363798303214825,2.5,23.1,57.0984252450988,75.83537394457701,46.13761252553806,gemma,gemma,0.15790908519960128,0.4511746923578905,0.7594599604635137,0.48000000000000115,0.2986240496945048
gemma3:270m,Describe a peaceful morning scene in a small village.,general,1.1598923206329346,9.89244803629977,2.55,23.05,58.17596351693968,66.2308793005284,56.00391765324616,gemma,gemma,0.3050148683567083,0.17532843483433075,0.965878504244037,0.46000000000000085,0.23542877694417505
gemma3:1b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,1.0056993961334229,2.7094721409503983,3.15,23.05,63.645892773219856,64.84373757141883,17.29766711821289,gemma,gemma,0.05674410685909946,0.13548897749580902,0.8351416656710782,0.46000000000000085,0.15031600285816676
gemma3:1b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,1.1717045307159424,29.70497560331771,2.9,23.1,57.7551296900525,64.23679140646132,161.4745710087341,gemma,gemma,0.9898106101105739,0.11805715684030492,0.9758938211454099,0.48000000000000115,0.488162626867239
gemma3:1b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,1.1884150505065918,2.564291132209777,2.35,23.0,60.04352116378101,62.12604673928685,13.29333027530491,gemma,gemma,0.05172610316255887,0.057435433511147445,0.990062308677711,0.44000000000000056,0.09590860958282553
gemma3:1b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.906912326812744,29.123720767369377,2.5,23.0,55.33586246989958,85.58571626610009,271.8443660664458,gemma,gemma,0.9697202488386543,0.7312097737072579,0.7513822507900524,0.44000000000000056,0.7129745814896286
gemma3:1b,Write a Python function to check if a string is a palindrome without using rever,coding,0.4977309703826904,5.634368974140795,1.9,23.0,59.68078944225098,84.46099005801447,93.72766478070152,gemma,gemma,0.1578395824193449,0.6989070314248903,0.4044462476219585,0.44000000000000056,0.4479186928708133
gemma3:1b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,0.5588412284851074,23.43129600442592,2.3,23.0,56.726669652756456,73.78587115134883,303.9334178529833,gemma,gemma,0.7729685610627233,0.39231186862292255,0.4562603109106592,0.44000000000000056,0.5916289228298341
gemma3:1b,Write a Python script that counts how many times each word appears in a given te,coding,0.8153269290924072,22.219900269306947,3.3,23.0,61.38294535227226,75.83082279220817,204.1558636206452,gemma,gemma,0.7310981516370607,0.4510439808113809,0.6737289771637271,0.44000000000000056,0.549006659465493
gemma3:1b,Create a function that sorts a list of dictionaries by a key named 'score'.,coding,0.4728562831878662,18.49744484258424,4.4,23.1,58.27264878313173,79.90380548191132,306.0985817262688,gemma,gemma,0.6024360404316323,0.5680222366750602,0.3833555395048499,0.48000000000000115,0.586709979274201
gemma3:1b,What are the three laws of thermodynamics?,factual,0.2402369976043701,22.13093613501245,4.35,23.2,61.79120159063604,68.43523673521513,605.2405791592884,gemma,gemma,0.7280232153308467,0.2386387672503473,0.18612268924924136,0.5200000000000002,0.5735763784575946
gemma3:1b,Who wrote the novel '1984' and what are its central themes?,factual,0.1048336029052734,24.807363388677523,3.45,23.2,59.21882335362002,65.89068445769888,1423.4284320236711,gemma,gemma,0.8205306442908407,0.16555785577721327,0.07131708573361122,0.5200000000000002,0.6116161973027779
gemma3:1b,Explain how the human respiratory system works in simple terms.,factual,0.8425135612487793,1.168225294077618,2.2,23.2,61.84030611247238,69.52919541311687,9.52779738066424,gemma,gemma,0.0034727978774504076,0.27005784949967765,0.696779933302647,0.5200000000000002,0.19105048734035404
gemma3:1b,What is the difference between supervised and unsupervised learning in machine l,factual,0.8289952278137207,21.41127719193834,1.8,23.2,56.30634623998361,77.9080759510952,198.82251464365297,gemma,gemma,0.7031490856638859,0.5107038099896958,0.6853180313910564,0.5200000000000002,0.5454071709842517
gemma3:1b,Write a motivational paragraph for students preparing for exams.,general,0.4382007122039795,3.8520097359113454,2.6,23.1,55.68150389646739,77.45709620287022,66.56961503289392,gemma,gemma,0.09623451903273018,0.4977514287997221,0.3539718320222899,0.48000000000000115,0.3690248698485506
gemma3:1b,Summarize the impact of social media on modern communication.,general,0.5584220886230469,11.19119743776892,4.2,23.1,60.62433911918174,89.65656102803943,176.51746758939828,gemma,gemma,0.3499045502371772,0.8481266271344365,0.45590493130641624,0.48000000000000115,0.5552188219739185
gemma3:1b,Draft a short email to a professor requesting an extension for a project deadlin,general,0.3849673271179199,26.30769499204263,1.8,23.1,58.305139972480816,93.52319474263238,622.9324587236089,gemma,gemma,0.8723877680085399,0.9591784293285059,0.3088363986340324,0.48000000000000115,0.8269413562751613
gemma3:1b,Describe a peaceful morning scene in a small village.,general,1.1960670948028564,1.3644802659197328,1.25,23.05,57.01669098974446,71.38135252760036,8.075707172368471,gemma,gemma,0.01025611053460136,0.32325279908429627,0.9965503111795186,0.46000000000000085,0.1557682217032256
gemma3:4b,A train leaves City A at 9 AM at 60 km/h and another from City B at 10 AM at 90 ,reasoning,0.1473593711853027,8.555703062424227,2.45,23.0,56.72778426875812,77.6349043757395,422.10462847894513,gemma,gemma,0.2588119160668287,0.5028581752617532,0.10737376291813956,0.44000000000000056,0.4889074664216295
gemma3:4b,"If all bloops are razzies and some razzies are lazzies, can we conclude that som",reasoning,0.3084907531738281,29.42599892260764,3.85,23.0,59.99739386423319,90.15111001410352,832.9241711764975,gemma,gemma,0.9801681229340811,0.862330340294127,0.24399356920593276,0.44000000000000056,0.8579676374206839
gemma3:4b,You are given a 3x3 grid with numbers 1 to 9. Find the path from top-left to bot,reasoning,0.7410013675689697,17.296546761789333,1.7,23.05,59.45283053645152,86.36928389957981,198.9197919288937,gemma,gemma,0.5609284695663306,0.7537142580369885,0.6107099445442055,0.46000000000000085,0.5823436763287876
gemma3:4b,"In a group of 50 students, 30 play football, 25 play cricket, and 10 play both. ",reasoning,0.7678487300872803,8.621406303764267,1.2000000000000002,23.1,57.13105888265494,69.73657637740091,77.29360940341195,gemma,gemma,0.261082868106486,0.27601394245401406,0.6334732413106351,0.48000000000000115,0.3125426817166715
gemma3:4b,Write a Python function to check if a string is a palindrome without using rever,coding,0.4136381149291992,12.110736025160874,2.0,23.1,56.9145112913354,66.3074536559464,189.5561422422915,gemma,gemma,0.38168727492459337,0.1775276915518535,0.3331457381838808,0.48000000000000115,0.39130406979861715
gemma3:4b,Implement a function in Python that returns the Fibonacci sequence up to n terms,coding,1.1622819900512695,5.789077173847451,1.55,23.0,57.21901483204867,87.17593073437313,43.050067731672165,gemma,gemma,0.16318688179925286,0.7768815894549761,0.9679046531480912,0.44000000000000056,0.3607582989265757
